facture_id;devis_id;client_id;type_client;agence;date_facture;mois;exercice;date_echeance;delai_contractuel_j;montant_ht;taux_tva;montant_ttc;profil_paiement;date_paiement;statut_facture
FAC-00310;DEV-00716;CLI-0087;Particulier;Toulouse;2024-01-19;2024-01;2023-2024;2024-02-03;15;14014.1;0.1;15415.51;Bon payeur;2024-01-20;Payée
FAC-00311;DEV-00717;CLI-0116;Particulier;Bordeaux;2023-12-21;2023-12;2023-2024;2024-01-05;15;242.95;0.2;291.54;Bon payeur;2023-12-25;Payée
FAC-00312;DEV-00720;CLI-0183;Particulier;Bordeaux;2023-12-14;2023-12;2023-2024;2023-12-29;15;4911.68;0.1;5402.85;Bon payeur;2023-12-15;Payée
FAC-00313;DEV-00721;CLI-0008;Particulier;Toulouse;2023-12-25;2023-12;2023-2024;2024-01-09;15;301.25;0.2;361.5;Bon payeur;2024-01-01;Payée
FAC-00314;DEV-00722;CLI-0230;Professionnel;Bordeaux;2024-01-16;2024-01;2023-2024;2024-02-15;30;6631.03;0.2;7957.24;Bon payeur;2024-01-22;Payée
FAC-00315;DEV-00726;CLI-0320;Particulier;Bordeaux;2024-01-04;2024-01;2023-2024;2024-01-19;15;3368.27;0.1;3705.1;Bon payeur;2024-02-16;Payée
FAC-00316;DEV-00728;CLI-0245;Professionnel;Toulouse;2024-01-12;2024-01;2023-2024;2024-02-11;30;610.14;0.2;732.17;Standard;2024-02-17;Payée
FAC-00317;DEV-00732;CLI-0181;Professionnel;Toulouse;2023-12-21;2023-12;2023-2024;2024-01-20;30;9325.4;0.2;11190.48;Bon payeur;2024-01-14;Payée
FAC-00318;DEV-00734;CLI-0329;Particulier;Bordeaux;2023-12-20;2023-12;2023-2024;2024-01-04;15;683.07;0.1;751.38;Standard;2023-12-21;Payée
FAC-00319;DEV-00736;CLI-0089;Particulier;Bordeaux;2023-12-29;2023-12;2023-2024;2024-01-13;15;1992.1;0.2;2390.52;Bon payeur;2024-01-14;Payée
FAC-00320;DEV-00737;CLI-0037;Particulier;Toulouse;2024-01-24;2024-01;2023-2024;2024-02-08;15;318.31;0.2;381.97;Bon payeur;2024-02-26;Payée
FAC-00321;DEV-00741;CLI-0251;Particulier;Bordeaux;2024-01-23;2024-01;2023-2024;2024-02-07;15;14243.18;0.1;15667.5;Bon payeur;2024-01-24;Payée
FAC-00322;DEV-00743;CLI-0210;Particulier;Toulouse;2023-12-27;2023-12;2023-2024;2024-01-11;15;3598.75;0.1;3958.63;Litigieux;2024-03-21;Payée
FAC-00323;DEV-00746;CLI-0190;Particulier;Toulouse;2024-01-18;2024-01;2023-2024;2024-02-02;15;710.52;0.1;781.57;Standard;2024-02-17;Payée
FAC-00324;DEV-00747;CLI-0124;Particulier;Toulouse;2024-01-25;2024-01;2023-2024;2024-02-09;15;11559.67;0.1;12715.64;Lent;2024-06-19;Payée
FAC-00325;DEV-00750;CLI-0025;Syndic;Bordeaux;2024-01-17;2024-01;2023-2024;2024-03-17;60;1525.05;0.2;1830.06;Standard;2024-04-01;Payée
FAC-00326;DEV-00753;CLI-0386;Collectivité;Bordeaux;2024-01-15;2024-01;2023-2024;2024-02-29;45;1997.4;0.2;2396.88;Lent;2024-04-18;Payée
FAC-00327;DEV-00756;CLI-0044;Syndic;Bordeaux;2024-01-11;2024-01;2023-2024;2024-03-11;60;494.69;0.2;593.63;Standard;2024-03-06;Payée
FAC-00328;DEV-00757;CLI-0244;Professionnel;Bordeaux;2024-01-24;2024-01;2023-2024;2024-02-23;30;3796.6;0.2;4555.92;Litigieux;2024-05-31;Payée
FAC-00329;DEV-00758;CLI-0230;Professionnel;Bordeaux;2024-01-16;2024-01;2023-2024;2024-02-15;30;3278.4;0.2;3934.08;Bon payeur;2024-02-22;Payée
FAC-00330;DEV-00761;CLI-0254;Particulier;Toulouse;2024-01-30;2024-01;2023-2024;2024-02-14;15;385.46;0.1;424.01;Standard;2024-01-31;Payée
FAC-00331;DEV-00762;CLI-0320;Particulier;Bordeaux;2024-01-24;2024-01;2023-2024;2024-02-08;15;1375.58;0.1;1513.14;Bon payeur;2024-01-26;Payée
FAC-00332;DEV-00770;CLI-0294;Professionnel;Toulouse;2024-01-04;2024-01;2023-2024;2024-02-03;30;2438.32;0.2;2925.98;Standard;2024-01-19;Payée
FAC-00333;DEV-00774;CLI-0167;Particulier;Toulouse;2024-01-25;2024-01;2023-2024;2024-02-09;15;158.95;0.1;174.84;Bon payeur;2024-01-26;Payée
FAC-00334;DEV-00776;CLI-0035;Particulier;Bordeaux;2024-02-05;2024-02;2023-2024;2024-02-20;15;2789.36;0.1;3068.3;Lent;2024-05-20;Payée
FAC-00335;DEV-00778;CLI-0345;Particulier;Bordeaux;2024-02-05;2024-02;2023-2024;2024-02-20;15;675.48;0.1;743.03;Standard;2024-02-21;Payée
FAC-00336;DEV-00779;CLI-0296;Professionnel;Bordeaux;2024-01-19;2024-01;2023-2024;2024-02-18;30;5487.17;0.2;6584.6;Bon payeur;2024-02-23;Payée
FAC-00337;DEV-00780;CLI-0091;Particulier;Bordeaux;2024-02-08;2024-02;2023-2024;2024-02-23;15;284.5;0.2;341.4;Bon payeur;2024-02-11;Payée
FAC-00338;DEV-00783;CLI-0081;Particulier;Bordeaux;2024-01-23;2024-01;2023-2024;2024-02-07;15;2722.33;0.1;2994.56;Standard;2024-02-11;Payée
FAC-00339;DEV-00785;CLI-0109;Professionnel;Toulouse;2024-02-06;2024-02;2023-2024;2024-03-07;30;9014.58;0.2;10817.5;Standard;2024-03-11;Payée
FAC-00340;DEV-00791;CLI-0035;Particulier;Bordeaux;2024-02-19;2024-02;2023-2024;2024-03-05;15;312.04;0.1;343.24;Lent;2024-06-08;Payée
FAC-00341;DEV-00794;CLI-0275;Professionnel;Bordeaux;2024-02-20;2024-02;2023-2024;2024-03-21;30;463.81;0.2;556.57;Litigieux;2024-06-11;Payée
FAC-00342;DEV-00795;CLI-0190;Particulier;Toulouse;2024-01-18;2024-01;2023-2024;2024-02-02;15;15003.11;0.1;16503.42;Standard;2024-01-19;Payée
FAC-00343;DEV-00797;CLI-0318;Particulier;Toulouse;2024-02-12;2024-02;2023-2024;2024-02-27;15;10097.76;0.1;11107.54;Standard;2024-03-19;Payée
FAC-00344;DEV-00800;CLI-0219;Particulier;Toulouse;2024-02-16;2024-02;2023-2024;2024-03-02;15;349.23;0.2;419.08;Standard;2024-03-20;Payée
FAC-00345;DEV-00801;CLI-0184;Particulier;Toulouse;2024-02-16;2024-02;2023-2024;2024-03-02;15;3874.51;0.1;4261.96;Lent;2024-02-17;Payée
FAC-00346;DEV-00802;CLI-0079;Particulier;Bordeaux;2024-02-26;2024-02;2023-2024;2024-03-12;15;656.49;0.1;722.14;Standard;2024-02-27;Payée
FAC-00347;DEV-00804;CLI-0256;Particulier;Bordeaux;2024-02-05;2024-02;2023-2024;2024-02-20;15;3520.46;0.2;4224.55;Standard;2024-02-15;Payée
FAC-00348;DEV-00807;CLI-0258;Professionnel;Bordeaux;2024-02-15;2024-02;2023-2024;2024-03-16;30;525.38;0.2;630.46;Standard;2024-03-14;Payée
FAC-00349;DEV-00808;CLI-0268;Particulier;Toulouse;2024-02-19;2024-02;2023-2024;2024-03-05;15;11143.36;0.1;12257.7;Standard;2024-04-06;Payée
FAC-00350;DEV-00809;CLI-0146;Particulier;Bordeaux;2024-01-31;2024-01;2023-2024;2024-02-15;15;701.42;0.2;841.7;Standard;2024-03-16;Payée
FAC-00351;DEV-00816;CLI-0177;Particulier;Toulouse;2024-03-01;2024-03;2023-2024;2024-03-16;15;1901.29;0.2;2281.55;Standard;2024-03-20;Payée
FAC-00352;DEV-00817;CLI-0152;Particulier;Bordeaux;2024-03-05;2024-03;2023-2024;2024-03-20;15;10851.81;0.1;11936.99;Standard;2024-04-28;Payée
FAC-00353;DEV-00818;CLI-0147;Particulier;Bordeaux;2024-03-07;2024-03;2023-2024;2024-03-22;15;263.68;0.2;316.42;Litigieux;;En retard
FAC-00354;DEV-00819;CLI-0355;Particulier;Bordeaux;2024-02-12;2024-02;2023-2024;2024-02-27;15;2983.75;0.1;3282.13;Bon payeur;2024-02-13;Payée
FAC-00355;DEV-00820;CLI-0331;Particulier;Bordeaux;2024-03-05;2024-03;2023-2024;2024-03-20;15;13193.36;0.1;14512.7;Standard;2024-03-20;Payée
FAC-00356;DEV-00821;CLI-0029;Particulier;Bordeaux;2024-03-11;2024-03;2023-2024;2024-03-26;15;706.88;0.1;777.57;Standard;2024-03-12;Payée
FAC-00357;DEV-00823;CLI-0034;Particulier;Toulouse;2024-03-14;2024-03;2023-2024;2024-03-29;15;474.56;0.1;522.02;Bon payeur;2024-03-15;Payée
FAC-00358;DEV-00824;CLI-0384;Particulier;Toulouse;2024-02-26;2024-02;2023-2024;2024-03-12;15;1244.28;0.1;1368.71;Standard;2024-04-02;Payée
FAC-00359;DEV-00825;CLI-0237;Particulier;Toulouse;2024-02-19;2024-02;2023-2024;2024-03-05;15;2324.55;0.1;2557.01;Bon payeur;2024-02-22;Payée
FAC-00360;DEV-00826;CLI-0339;Particulier;Bordeaux;2024-02-29;2024-02;2023-2024;2024-03-15;15;1407.1;0.1;1547.81;Bon payeur;2024-03-01;Payée
FAC-00361;DEV-00827;CLI-0154;Particulier;Bordeaux;2024-02-26;2024-02;2023-2024;2024-03-12;15;3843.02;0.1;4227.32;Bon payeur;2024-03-14;Payée
FAC-00362;DEV-00829;CLI-0286;Particulier;Bordeaux;2024-02-15;2024-02;2023-2024;2024-03-01;15;1031.91;0.2;1238.29;Standard;2024-03-12;Payée
FAC-00363;DEV-00833;CLI-0031;Professionnel;Bordeaux;2024-02-19;2024-02;2023-2024;2024-03-20;30;7081.24;0.2;8497.49;Standard;2024-04-03;Payée
FAC-00364;DEV-00834;CLI-0296;Professionnel;Bordeaux;2024-03-22;2024-03;2023-2024;2024-04-21;30;365.13;0.2;438.16;Bon payeur;2024-04-22;Payée
FAC-00365;DEV-00835;CLI-0373;Professionnel;Bordeaux;2024-03-05;2024-03;2023-2024;2024-04-04;30;3330.77;0.2;3996.92;Lent;2024-05-08;Payée
FAC-00366;DEV-00838;CLI-0238;Particulier;Bordeaux;2024-03-15;2024-03;2023-2024;2024-03-30;15;2263.46;0.1;2489.81;Lent;2024-06-02;Payée
FAC-00367;DEV-00839;CLI-0067;Professionnel;Bordeaux;2024-03-14;2024-03;2023-2024;2024-04-13;30;520.76;0.2;624.91;Standard;2024-04-26;Payée
FAC-00368;DEV-00844;CLI-0381;Particulier;Bordeaux;2024-03-01;2024-03;2023-2024;2024-03-16;15;557.86;0.2;669.43;Standard;2024-03-12;Payée
FAC-00369;DEV-00856;CLI-0264;Particulier;Toulouse;2024-03-25;2024-03;2023-2024;2024-04-09;15;268.59;0.2;322.31;Standard;2024-04-12;Payée
FAC-00370;DEV-00858;CLI-0116;Particulier;Bordeaux;2024-03-15;2024-03;2023-2024;2024-03-30;15;298.38;0.2;358.06;Bon payeur;2024-03-28;Payée
FAC-00371;DEV-00864;CLI-0068;Particulier;Bordeaux;2024-03-01;2024-03;2023-2024;2024-03-16;15;1108.46;0.1;1219.31;Bon payeur;2024-03-16;Payée
FAC-00372;DEV-00865;CLI-0386;Collectivité;Bordeaux;2024-04-04;2024-04;2023-2024;2024-05-19;45;1518.9;0.2;1822.68;Lent;2024-05-27;Payée
FAC-00373;DEV-00867;CLI-0345;Particulier;Bordeaux;2024-02-22;2024-02;2023-2024;2024-03-08;15;144.01;0.1;158.41;Standard;2024-03-15;Payée
FAC-00374;DEV-00868;CLI-0091;Particulier;Bordeaux;2024-03-20;2024-03;2023-2024;2024-04-04;15;8958.99;0.1;9854.89;Bon payeur;2024-03-23;Payée
FAC-00375;DEV-00871;CLI-0029;Particulier;Bordeaux;2024-03-26;2024-03;2023-2024;2024-04-10;15;287.36;0.2;344.83;Standard;2024-04-19;Payée
FAC-00376;DEV-00876;CLI-0258;Professionnel;Bordeaux;2024-03-26;2024-03;2023-2024;2024-04-25;30;11067.51;0.2;13281.01;Standard;2024-05-12;Payée
FAC-00377;DEV-00877;CLI-0116;Particulier;Bordeaux;2024-03-25;2024-03;2023-2024;2024-04-09;15;2381.09;0.1;2619.2;Bon payeur;2024-04-20;Payée
FAC-00378;DEV-00880;CLI-0146;Particulier;Bordeaux;2024-03-26;2024-03;2023-2024;2024-04-10;15;267.68;0.2;321.22;Standard;2024-04-15;Payée
FAC-00379;DEV-00881;CLI-0049;Particulier;Bordeaux;2024-03-28;2024-03;2023-2024;2024-04-12;15;1193.68;0.1;1313.05;Standard;2024-03-29;Payée
FAC-00380;DEV-00882;CLI-0192;Particulier;Toulouse;2024-04-15;2024-04;2023-2024;2024-04-30;15;1652.5;0.2;1983.0;Standard;2024-05-01;Payée
FAC-00381;DEV-00884;CLI-0189;Professionnel;Bordeaux;2024-04-15;2024-04;2023-2024;2024-05-15;30;8088.89;0.2;9706.67;Lent;2024-05-30;Payée
FAC-00382;DEV-00890;CLI-0127;Particulier;Toulouse;2024-03-20;2024-03;2023-2024;2024-04-04;15;5218.27;0.1;5740.1;Standard;2024-04-08;Payée
FAC-00383;DEV-00892;CLI-0292;Professionnel;Bordeaux;2024-04-03;2024-04;2023-2024;2024-05-03;30;17346.51;0.2;20815.81;Standard;2024-05-27;Payée
FAC-00384;DEV-00893;CLI-0391;Syndic;Bordeaux;2024-03-28;2024-03;2023-2024;2024-05-27;60;2288.7;0.2;2746.44;Lent;2024-08-19;Payée
FAC-00385;DEV-00898;CLI-0158;Particulier;Bordeaux;2024-03-20;2024-03;2023-2024;2024-04-04;15;12393.65;0.1;13633.02;Bon payeur;2024-04-10;Payée
FAC-00386;DEV-00901;CLI-0067;Professionnel;Bordeaux;2024-04-08;2024-04;2023-2024;2024-05-08;30;516.47;0.2;619.76;Standard;2024-04-22;Payée
FAC-00387;DEV-00902;CLI-0366;Particulier;Toulouse;2024-03-18;2024-03;2023-2024;2024-04-02;15;146.15;0.1;160.77;Bon payeur;2024-04-09;Payée
FAC-00388;DEV-00905;CLI-0084;Professionnel;Toulouse;2024-03-05;2024-03;2023-2024;2024-04-04;30;1282.45;0.2;1538.94;Standard;2024-04-10;Payée
FAC-00389;DEV-00906;CLI-0293;Professionnel;Toulouse;2024-04-22;2024-04;2023-2024;2024-05-22;30;4746.09;0.2;5695.31;Standard;2024-04-26;Payée
FAC-00390;DEV-00915;CLI-0125;Particulier;Toulouse;2024-04-17;2024-04;2023-2024;2024-05-02;15;3541.11;0.1;3895.22;Lent;2024-05-21;Payée
FAC-00391;DEV-00917;CLI-0046;Syndic;Toulouse;2024-03-25;2024-03;2023-2024;2024-05-24;60;7135.78;0.2;8562.94;Bon payeur;2024-06-01;Payée
FAC-00392;DEV-00918;CLI-0098;Particulier;Bordeaux;2024-04-18;2024-04;2023-2024;2024-05-03;15;1732.55;0.2;2079.06;Bon payeur;2024-05-02;Payée
FAC-00393;DEV-00919;CLI-0301;Particulier;Toulouse;2024-03-26;2024-03;2023-2024;2024-04-10;15;2416.43;0.1;2658.07;Bon payeur;2024-03-27;Payée
FAC-00394;DEV-00923;CLI-0031;Professionnel;Bordeaux;2024-04-29;2024-04;2023-2024;2024-05-29;30;11334.03;0.2;13600.84;Standard;2024-05-21;Payée
FAC-00395;DEV-00926;CLI-0098;Particulier;Bordeaux;2024-04-08;2024-04;2023-2024;2024-04-23;15;3892.65;0.2;4671.18;Bon payeur;2024-04-09;Payée
FAC-00396;DEV-00930;CLI-0404;Professionnel;Toulouse;2024-04-09;2024-04;2023-2024;2024-05-09;30;2337.63;0.2;2805.16;Standard;2024-05-21;Payée
FAC-00397;DEV-00933;CLI-0416;Particulier;Bordeaux;2024-05-09;2024-05;2023-2024;2024-05-24;15;8516.34;0.2;10219.61;Standard;2024-05-10;Payée
FAC-00398;DEV-00938;CLI-0017;Professionnel;Toulouse;2024-04-29;2024-04;2023-2024;2024-05-29;30;6283.22;0.2;7539.86;Standard;2024-06-20;Payée
FAC-00399;DEV-00942;CLI-0109;Professionnel;Toulouse;2024-04-26;2024-04;2023-2024;2024-05-26;30;10174.69;0.2;12209.63;Standard;2024-06-02;Payée
FAC-00400;DEV-00945;CLI-0364;Particulier;Bordeaux;2024-04-24;2024-04;2023-2024;2024-05-09;15;1215.79;0.1;1337.37;Standard;2024-05-22;Payée
FAC-00401;DEV-00946;CLI-0244;Professionnel;Bordeaux;2024-05-10;2024-05;2023-2024;2024-06-09;30;6279.6;0.2;7535.52;Litigieux;;En retard
FAC-00402;DEV-00947;CLI-0055;Professionnel;Bordeaux;2024-05-06;2024-05;2023-2024;2024-06-05;30;413.66;0.2;496.39;Standard;2024-06-19;Payée
FAC-00403;DEV-00948;CLI-0047;Particulier;Bordeaux;2024-05-08;2024-05;2023-2024;2024-05-23;15;250.36;0.2;300.43;Standard;2024-05-09;Payée
FAC-00404;DEV-00951;CLI-0201;Particulier;Toulouse;2024-05-10;2024-05;2023-2024;2024-05-25;15;279.31;0.2;335.17;Standard;2024-06-20;Payée
FAC-00405;DEV-00953;CLI-0012;Particulier;Toulouse;2024-04-30;2024-04;2023-2024;2024-05-15;15;144.87;0.1;159.36;Bon payeur;2024-05-01;Payée
FAC-00406;DEV-00954;CLI-0187;Particulier;Bordeaux;2024-05-17;2024-05;2023-2024;2024-06-01;15;5652.9;0.1;6218.19;Standard;2024-06-14;Payée
FAC-00407;DEV-00958;CLI-0067;Professionnel;Bordeaux;2024-04-30;2024-04;2023-2024;2024-05-30;30;566.63;0.2;679.96;Standard;2024-05-19;Payée
FAC-00408;DEV-00965;CLI-0031;Professionnel;Bordeaux;2024-05-08;2024-05;2023-2024;2024-06-07;30;3160.36;0.2;3792.43;Standard;2024-05-28;Payée
FAC-00409;DEV-00967;CLI-0197;Particulier;Bordeaux;2024-05-14;2024-05;2023-2024;2024-05-29;15;1400.66;0.1;1540.73;Bon payeur;2024-05-15;Payée
FAC-00410;DEV-00973;CLI-0333;Professionnel;Toulouse;2024-05-22;2024-05;2023-2024;2024-06-21;30;2242.69;0.2;2691.23;Lent;2024-09-10;Payée
FAC-00411;DEV-00975;CLI-0097;Particulier;Toulouse;2024-05-08;2024-05;2023-2024;2024-05-23;15;1356.51;0.1;1492.16;Standard;2024-05-10;Payée
FAC-00412;DEV-00977;CLI-0246;Particulier;Toulouse;2024-05-30;2024-05;2023-2024;2024-06-14;15;1169.67;0.1;1286.64;Standard;2024-05-31;Payée
FAC-00413;DEV-00979;CLI-0026;Particulier;Bordeaux;2024-04-30;2024-04;2023-2024;2024-05-15;15;2479.17;0.1;2727.09;Standard;2024-05-28;Payée
FAC-00414;DEV-00982;CLI-0352;Professionnel;Bordeaux;2024-04-26;2024-04;2023-2024;2024-05-26;30;7072.04;0.2;8486.45;Standard;2024-05-20;Payée
FAC-00415;DEV-00983;CLI-0161;Particulier;Bordeaux;2024-04-29;2024-04;2023-2024;2024-05-14;15;771.02;0.1;848.12;Bon payeur;2024-06-02;Payée
FAC-00416;DEV-00988;CLI-0003;Professionnel;Toulouse;2024-06-07;2024-06;2023-2024;2024-07-07;30;458.44;0.2;550.13;Standard;2024-07-11;Payée
FAC-00417;DEV-00989;CLI-0134;Particulier;Toulouse;2024-05-31;2024-05;2023-2024;2024-06-15;15;1305.72;0.2;1566.86;Standard;2024-06-10;Payée
FAC-00418;DEV-00990;CLI-0399;Syndic;Toulouse;2024-06-10;2024-06;2023-2024;2024-08-09;60;609.69;0.2;731.63;Standard;2024-08-22;Payée
FAC-00419;DEV-00991;CLI-0060;Particulier;Toulouse;2024-05-30;2024-05;2023-2024;2024-06-14;15;2641.63;0.1;2905.79;Standard;2024-06-04;Payée
FAC-00420;DEV-00992;CLI-0269;Particulier;Toulouse;2024-06-19;2024-06;2023-2024;2024-07-04;15;561.34;0.2;673.61;Bon payeur;2024-06-29;Payée
FAC-00421;DEV-00993;CLI-0172;Particulier;Bordeaux;2024-05-24;2024-05;2023-2024;2024-06-08;15;1183.08;0.1;1301.39;Bon payeur;2024-06-04;Payée
FAC-00422;DEV-00994;CLI-0402;Particulier;Bordeaux;2024-05-23;2024-05;2023-2024;2024-06-07;15;1162.35;0.1;1278.59;Lent;2024-07-21;Payée
FAC-00423;DEV-00997;CLI-0185;Particulier;Bordeaux;2024-05-28;2024-05;2023-2024;2024-06-12;15;1292.12;0.1;1421.33;Bon payeur;2024-05-31;Payée
FAC-00424;DEV-00998;CLI-0020;Particulier;Bordeaux;2024-06-03;2024-06;2023-2024;2024-06-18;15;280.87;0.2;337.04;Standard;2024-07-04;Payée
FAC-00425;DEV-01000;CLI-0020;Particulier;Bordeaux;2024-05-27;2024-05;2023-2024;2024-06-11;15;8551.56;0.1;9406.72;Standard;2024-06-13;Payée
FAC-00426;DEV-01005;CLI-0208;Particulier;Bordeaux;2024-05-23;2024-05;2023-2024;2024-06-07;15;3890.29;0.1;4279.32;Standard;2024-05-24;Payée
FAC-00427;DEV-01010;CLI-0132;Particulier;Toulouse;2024-06-06;2024-06;2023-2024;2024-06-21;15;3845.67;0.2;4614.8;Bon payeur;2024-06-07;Payée
FAC-00428;DEV-01013;CLI-0383;Particulier;Bordeaux;2024-06-06;2024-06;2023-2024;2024-06-21;15;273.37;0.2;328.04;Standard;2024-06-11;Payée
FAC-00429;DEV-01016;CLI-0282;Particulier;Bordeaux;2024-05-20;2024-05;2023-2024;2024-06-04;15;715.03;0.1;786.53;Bon payeur;2024-06-12;Payée
FAC-00430;DEV-01017;CLI-0209;Particulier;Toulouse;2024-06-18;2024-06;2023-2024;2024-07-03;15;259.37;0.2;311.24;Standard;2024-06-30;Payée
FAC-00431;DEV-01020;CLI-0052;Particulier;Toulouse;2024-05-22;2024-05;2023-2024;2024-06-06;15;511.56;0.2;613.87;Standard;2024-06-14;Payée
FAC-00432;DEV-01023;CLI-0389;Professionnel;Bordeaux;2024-06-03;2024-06;2023-2024;2024-07-03;30;9129.41;0.2;10955.29;Standard;2024-07-24;Payée
FAC-00433;DEV-01024;CLI-0387;Particulier;Toulouse;2024-06-05;2024-06;2023-2024;2024-06-20;15;1396.56;0.1;1536.22;Bon payeur;2024-06-22;Payée
FAC-00434;DEV-01030;CLI-0218;Syndic;Bordeaux;2024-05-24;2024-05;2023-2024;2024-07-23;60;2444.85;0.2;2933.82;Lent;2024-08-02;Payée
FAC-00435;DEV-01032;CLI-0430;Particulier;Toulouse;2024-07-09;2024-07;2024-2025;2024-07-24;15;1509.5;0.2;1811.4;Bon payeur;2024-07-24;Payée
FAC-00436;DEV-01033;CLI-0460;Professionnel;Toulouse;2024-06-25;2024-06;2023-2024;2024-07-25;30;8264.35;0.2;9917.22;Bon payeur;2024-07-12;Payée
FAC-00437;DEV-01034;CLI-0132;Particulier;Toulouse;2024-06-27;2024-06;2023-2024;2024-07-12;15;369.81;0.2;443.77;Bon payeur;2024-06-28;Payée
FAC-00438;DEV-01035;CLI-0145;Collectivité;Bordeaux;2024-05-29;2024-05;2023-2024;2024-07-13;45;3338.55;0.2;4006.26;Bon payeur;2024-07-20;Payée
FAC-00439;DEV-01036;CLI-0156;Particulier;Bordeaux;2024-06-12;2024-06;2023-2024;2024-06-27;15;9227.27;0.2;11072.72;Bon payeur;2024-06-13;Payée
FAC-00440;DEV-01037;CLI-0151;Syndic;Bordeaux;2024-06-19;2024-06;2023-2024;2024-08-18;60;2861.0;0.2;3433.2;Standard;2024-07-15;Payée
FAC-00441;DEV-01042;CLI-0018;Particulier;Bordeaux;2024-06-24;2024-06;2023-2024;2024-07-09;15;5144.94;0.2;6173.93;Bon payeur;2024-06-30;Payée
FAC-00442;DEV-01043;CLI-0432;Professionnel;Bordeaux;2024-05-31;2024-05;2023-2024;2024-06-30;30;444.83;0.2;533.8;Standard;2024-07-06;Payée
FAC-00443;DEV-01044;CLI-0332;Particulier;Bordeaux;2024-06-21;2024-06;2023-2024;2024-07-06;15;5403.18;0.1;5943.5;Standard;2024-07-08;Payée
FAC-00444;DEV-01049;CLI-0256;Particulier;Bordeaux;2024-06-24;2024-06;2023-2024;2024-07-09;15;3078.17;0.2;3693.8;Standard;2024-08-09;Payée
FAC-00445;DEV-01052;CLI-0455;Particulier;Toulouse;2024-07-10;2024-07;2024-2025;2024-07-25;15;286.33;0.2;343.6;Bon payeur;2024-08-17;Payée
FAC-00446;DEV-01055;CLI-0354;Particulier;Bordeaux;2024-06-28;2024-06;2023-2024;2024-07-13;15;5195.01;0.1;5714.51;Bon payeur;2024-07-17;Payée
FAC-00447;DEV-01056;CLI-0249;Particulier;Toulouse;2024-06-17;2024-06;2023-2024;2024-07-02;15;3970.04;0.1;4367.04;Lent;2024-10-06;Payée
FAC-00448;DEV-01057;CLI-0194;Syndic;Toulouse;2024-06-25;2024-06;2023-2024;2024-08-24;60;3159.88;0.2;3791.86;Lent;2024-09-03;Payée
FAC-00449;DEV-01062;CLI-0122;Particulier;Toulouse;2024-07-05;2024-07;2024-2025;2024-07-20;15;11304.83;0.1;12435.31;Standard;2024-07-06;Payée
FAC-00450;DEV-01064;CLI-0103;Particulier;Toulouse;2024-06-26;2024-06;2023-2024;2024-07-11;15;1397.03;0.1;1536.73;Standard;2024-07-18;Payée
FAC-00451;DEV-01065;CLI-0255;Particulier;Bordeaux;2024-06-17;2024-06;2023-2024;2024-07-02;15;1280.0;0.1;1408.0;Lent;2024-09-18;Payée
FAC-00452;DEV-01069;CLI-0260;Professionnel;Toulouse;2024-07-08;2024-07;2024-2025;2024-08-07;30;17920.06;0.2;21504.07;Lent;2024-09-29;Payée
FAC-00453;DEV-01074;CLI-0085;Particulier;Toulouse;2024-06-24;2024-06;2023-2024;2024-07-09;15;10706.58;0.1;11777.24;Lent;2024-07-20;Payée
FAC-00454;DEV-01075;CLI-0026;Particulier;Bordeaux;2024-07-01;2024-07;2024-2025;2024-07-16;15;3524.99;0.1;3877.49;Standard;2024-07-02;Payée
FAC-00455;DEV-01076;CLI-0096;Particulier;Bordeaux;2024-07-31;2024-07;2024-2025;2024-08-15;15;261.71;0.2;314.05;Standard;2024-08-07;Payée
FAC-00456;DEV-01078;CLI-0383;Particulier;Bordeaux;2024-07-05;2024-07;2024-2025;2024-07-20;15;10609.58;0.1;11670.54;Standard;2024-08-04;Payée
FAC-00457;DEV-01080;CLI-0213;Professionnel;Bordeaux;2024-07-12;2024-07;2024-2025;2024-08-11;30;18432.65;0.2;22119.18;Lent;2024-11-11;Payée
FAC-00458;DEV-01083;CLI-0163;Particulier;Toulouse;2024-07-01;2024-07;2024-2025;2024-07-16;15;490.47;0.1;539.52;Standard;2024-07-14;Payée
FAC-00459;DEV-01086;CLI-0017;Professionnel;Toulouse;2024-07-22;2024-07;2024-2025;2024-08-21;30;1085.93;0.2;1303.12;Standard;2024-09-01;Payée
FAC-00460;DEV-01088;CLI-0029;Particulier;Bordeaux;2024-07-19;2024-07;2024-2025;2024-08-03;15;2963.01;0.2;3555.61;Standard;2024-07-25;Payée
FAC-00461;DEV-01089;CLI-0472;Professionnel;Bordeaux;2024-07-25;2024-07;2024-2025;2024-08-24;30;15383.64;0.2;18460.37;Standard;2024-09-06;Payée
FAC-00462;DEV-01097;CLI-0074;Particulier;Bordeaux;2024-07-01;2024-07;2024-2025;2024-07-16;15;332.13;0.2;398.56;Standard;2024-07-04;Payée
FAC-00463;DEV-01098;CLI-0103;Particulier;Toulouse;2024-07-09;2024-07;2024-2025;2024-07-24;15;6131.5;0.1;6744.65;Standard;2024-08-03;Payée
FAC-00464;DEV-01099;CLI-0047;Particulier;Bordeaux;2024-07-17;2024-07;2024-2025;2024-08-01;15;3550.75;0.1;3905.83;Standard;2024-08-23;Payée
FAC-00465;DEV-01100;CLI-0052;Particulier;Toulouse;2024-06-24;2024-06;2023-2024;2024-07-09;15;1241.65;0.1;1365.82;Standard;2024-07-27;Payée
